Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese			
&Text.Guard.SuspiciousOfCharacter	O que está planejando, $name?	"Was hast du vor, $name?"	Qu'est-ce que tu complotes ?	"¿Qué tramas, $name?"	"Что ты замышляешь, $name?"	"Cosa stai tramando, $name?"	$name， 你在密谋什么？	何を企んでる、 $name？			
&Text.Guard.Suspicious	O que está planejando, $name?	"Was hast du vor, $name?"	Qu'est-ce que tu complotes ?	"¿Qué tramas, $name?"	"Что ты замышляешь, $name?"	"Cosa stai tramando, $name?"	$name， 你在密谋什么？	何を企んでる、 $name？			
&Text.Guards.GetDownFromThere	O que está fazendo, $name? PRO CHÄO!	"Was hast du vor, $name? Runter!"	"Tu fais quoi, $name ? Descends !"	"¿Qué haces, $name? ¡Abajo!"	"Ты что задумал, $name? Вниз!"	"Che vuoi fare, $name? Scendi!"	$name， 你在打什么主意？ 下来！ 	何を企んでる、 $name？下りろ！			
&Text.Inmates.PlayerRep2	O que tem de errado?	Was hast du?	Un problème ?	¿Qué pasa?	Что случилось?	Tutto bene?	怎么了？	何だってんだ？			
&Text.Guards.EscapeAttemptDEMO	Mas que PORRA está acontecendo aqui?! Que zona...	Was in aller WELT geht hier vor?! So ein Schlamassel.	"BON SANG, qu'est-ce qu'il se passe ici ?! Quel chantier..."	¡¿Qué demonios pasa aquí?! Qué desastre...	"Что здесь, черт возьми, происходит?! Ну и бардак..."	Che DIAVOLO sta succedendo qui?! Che disastro...	这里到底怎么回事？！ 一塌糊涂……	一体どうなってる？メチャクチャだ…			
&Text.Guard.ContrabandInContainer	O que é isto….	Was ist das dann ...?	C'est quoi ça...	"¿Qué es esto, pues...?"	Что это такое...	E questo cos’è...	这是啥呀……	さて、 こいつは何かな…			
&Text.Inmates.Gift.RankLowValue	Que lixo é esse?	Was ist das für Müll?	Quelle camelote !	¿Qué es esta basura?	Что это за хлам?	Che roba è?	这是什么垃圾？	このゴミはなんだよ？			
&Text.Guard.MissingTile	Que diabos é isso?	Was ist das?	C'est quoi ça ?	¿Qué demonios es esto?	Что за фигня?	Che diavolo è?	这是什么鬼？	こりゃなんだぁ？！			
&Text.GuardAlert.Flood	Que diabos é isso?!	Was ist das?	C'est quoi ça ?	¿Qué demonios es esto?	Что за фигня!	Che diamine è questo!	这是什么鬼！ 	どうなってやがる！			
&Text.Inmates.FoodHall	Que lama é essa?	Was ist diese Brühe?	C'est quoi ce truc ?	¿Qué es esta cosa fangosa?	Что за херня?	Cos’è questa poltiglia?	这一坨东西是啥啊？	このネバネバは何だよ？			
&Text.Guard.MissingTile	O que aconteceu aqui?!	Was ist hier geschehen?!	Que s'est-il passé ici ?!	¡¿Qué ha pasado aquí?!	Что здесь происходит?	Cosa è successo qui?!	这里怎么回事？！ 	こりゃどうなってる？！			
&Text.Inmates.MaxPrisonAlertness	O que está acontecendo?	Was ist los?	Il se passe quoi ?	¿Qué pasa?	Что происходит?	Che succede?	发生什么事了？	どうなってんだ？			
&Text.Lockdown	E agora?!	Was jetzt?!	Quoi encore ?	¿Ahora qué?	Что теперь?!	Cosa c’è ora?	现在呢？！ 	今度はなんだぁ？！			
&Text.Inmates.Showers	O que vai fazer depois?	Was machst du danach?	Tu fais quoi après ?	¿Qué haces luego?	Что делаешь позже?	Che fai più tardi?	你过一会儿有什么安排吗？	このあとヒマか？			
&Text.Guards.Gym	Näo sei porque o incomoda.	Was machst du hier überhaupt?	À quoi bon essayer ?	No sé por qué os molestáis.	"Не знаю, о чем ты беспокоишься"	A che serve impegnarvi tanto?	我不知道你为何在意	よくやるよ、 まったく			
&Text.NPC.Maintenance	O que acha disso?	Was meinst du?	T'en penses quoi ?	¿Qué te parece?	Что думаешь?	Che ne pensi?	你觉得呢？	どう思う？			
&Text.Inmates.PlayerRep0	O que está olhando, hein?	"Was schaust du so, häh?"	Qu'est-ce que tu regardes ?	¿Qué estás mirando?	На что ты уставился?	"Che guardi, eh?"	你看什么看？	なに見てんだよ？			
&Text.Inmates.FoodHall	Quantas calorias tem nisso?	Was sind die Makros bei dem?	C'est nutritif ce truc ?	¿Cuántas calorías tiene esto?	Какая энергетическая ценность?	Che nutrienti ci sono?	这个的宏指令是啥？	栄養なんてあるのか？			
&Text.Inmates.Gift.RankLowValue	O que eu deveria fazer com isso?	Was soll ich damit tun?	Et j'en fais quoi ?	¿Qué se supone que tengo que hacer con esto?	И что мне с этим делать?	Cosa dovrei farci?	我该怎么处理这东西？	こいつをどうしろって？			
&Text.Inmates.Gym	Quanto está levantando ultimamente?	Was stemmst du denn neuerdings?	Tu soulèves combien ces temps-ci ?	¿Cuánto levantas últimamente?	Ты с каким весом занимаешься?	Quanto sollevi questi giorni?	你最近锻炼吗？	最近は何キロ上げてる？			
&Text.Inmates.AttackedRunsAway	O que eu faço?	Was tue ich?	Que faire ?	¿Qué hago?	Что я делаю?	Che faccio?	我干了什么？	オレが何をした？			
&Text.Player.ActionInmate	O que está fazendo, idiota?	"Was tust du da, Trottel?"	"Tu fais quoi, imbécile ?"	"¿Qué haces, idiota?"	"Что ты делаешь, придурок?"	"Che fai, idiota?"	笨蛋， 你在干嘛？	何やってんだ、 バカ？			
&Text.Guard.MissingTile	Qual era o plano?	Was war der Plan?	C'était quoi le plan ?	¿Cuál era el plan?	Какой был план?	Qual era il piano?	有何计划？	どういう計画だ？			
&Text.NPC.Receptionist	O que quer?!	Was willst du?!	Qu'est-ce que tu veux ?	¡¿Qué quieres?!	Что вам надо?	Cosa vuoi?!	你想怎样？！ 	どういったご用件で？			
&Text.ChatToGuard	Que diabos você quer?	Was willst’n du?	Tu veux quoi ?	¿Qué demonios quieres?	Какого хера тебе еще?	Che diamine vuoi?	你到底想怎样？！ 	なんの用だ？			
&Text.Guard.CharacterStoodOnDesk	O quê? … PRO CHÄO!	Was zum ...? RUNTER!	Que... ? DESCENDS !	¿Qué...? ¡ABAJO!	Что за?... СЛЕЗЬ!	Ma che...? SCENDI!	搞什么？…… 给我下来！ 	おいおい…下りろ！			
&Text.Guard.DugHole	O quê...?!	Was zum?!	Que... ?!	¡¿Qué...?!	Что за?!	Ma cosa...?!	什么鬼？！ 	なんだぁ？！			
&Text.Guards.Showers	Mas que PORRA é essa!?	Was zur Hölle ist DAS?!	"C'est quoi, ÇA ?!"	¡¿Qué demonios es ESO?!	Что ЭТО за черт?!	Che cavolo è QUELLO?!	那是什么鬼！ 	ありゃ一体なんだ？			
&Text.Player.ActionInmate	Mas que porra está fazendo!?	Was zur Hölle machst du?	Qu'est-ce que tu fais ?!	¡¿Qué demonios haces?!	Какого черта ты делаешь?!	Chi diamine stai facendo?	你在搞什么鬼！ ？	一体なにやってる！？			
&Text.Inmates.Showers	"O que?! Isso é um encontro?"	"Was, sind wir ein Paar?"	"Quoi, c'est un rencard ?"	"Qué, ¿estamos saliendo?"	"Мы что, на свидании?"	È un appuntamento?	怎么， 你要约我吗？	え、 おれら付き合ってたっけ？			
&Text.GuardDog.Doggie	Latido.	Wau	Ouaf	Ladrido	Лает	Bau	吠	バウバウ			
&Text.Guard.NaughtyLocation	Mova-se, $name!	"Weg da, $name!"	"Pousse-toi, $name !"	"¡Apártate, $name!"	"Отойди, $name!"	Vattene $name!	$name ， 走开！ 	そこを立ち去れ、 $name！			
&Text.Guard.CharacterSearchingDesk	Sai de perto desta escrivaninha!	Weg vom Schreibtisch!	Éloigne-toi de ce bureau !	¡Alejaos de ese escritorio!	Отойди от стола!	Allontanati da quel tavolo!	离那张桌子远点！ 	その机から離れろ！			
&Text.NPC.MedicCarrying	Mova-se.	"Weg, aus dem Weg!"	Dégagez le passage.	Quítate de en medio.	С дороги	Togliti di mezzo	别挡路	どいてくれ！			
&Text.NPC.Counselor	Está tudo bem se quiser chorar.	Weinen ist erlaubt.	Pleurer est normal.	No pasa nada si lloras.	Можете плакать	Piangere fa bene...	想哭就哭吧， 没事的	泣いたっていいんだ			
&Text.Player.ThanksForThat	Se aprecie!	Weiß ich zu schätzen!	J'apprécie !	¡Se aprecia!	Я это ценю!	Molto gentile!	谢谢！ 	助かった！			
&Text.Inmates.Attacked	Sabe quem eu sou?	"Weißt du, wer ich bin?"	Tu sais qui je suis ?	¿Sabes quién soy?	"Ты знаешь, кто я такой?"	Sai chi sono io?	你知道我是谁吗？	オレが誰だか知ってんのか？			
&Text.ChatToGuard	Continue andando.	Weitergehen.	Continue à marcher.	Sigue tu camino.	Не останавливаться	Continua a camminare	继续走	そのまま歩け			
&Text.NPC.Chef	Qual parte é qual?	Welches Ende ist welches?	C'est dans quel sens ?	¿Por qué parte es?	Каким концом?	Qual è il davanti?	哪头是哪头啊？	どっちが先っぽだ？			
&Text.NPC.Receptionist	Quem você veio ver?	Wen möchtest du besuchen?	Qui viens-tu voir ?	¿A quién vienes a ver?	К кому вы пришли?	A chi vuoi fare visita?	你来这儿见谁啊？	どの囚人とご面会を？			
&Text.Guards.Gym	Quem você está tentando impressionar?	Wen willst du beeindrucken?	Qui est-ce que ça impressionne ?	¿A quién intentas impresionar?	Кого ты пытаешься впечатлить?	Chi volete impressionare?	你想打动谁啊？	誰にアピってるんだ？			
&Text.Guards.Showers	"Menos conversa... mais trabalho!"	"Weniger reden, mehr schrubben!"	"Moins de parlotte, plus de récurage !"	¡Menos hablar y más fregar!	"Меньше разговоров, больше мытья!"	"Meno parlare, più strofinare!"	少说话， 多擦背！ 	口を動かさずに手を動かせ！			
&Text.NPC.Gardener	Pelo menos o clima está bom.	Wenigstens das Wetter ist schön.	"Au moins, il fait beau."	Por lo menos hace buen tiempo.	"По крайней мере, погода хорошая"	Almeno il tempo è bello	至少天气不错	快晴なだけマシか			
&Text.NPC.Chef	Se o chapéu serviu...	Wenn der Hut passt ...	Si t'as la tête pour...	Si les gusta...	Если шапка подойдет...	Hai voluto la bici...	如果帽子合身的话……	帽子がずれる…			
&Text.Inmates.GuardBanter	"Se você sair da linha, colocaremos em seu lugar novamente."	"Wenn du aus der Reihe tanzt, prügeln wir dich wieder rein."	"Si vous sortez du rang, on vous y remettra bien vite."	"Si os pasáis de la raya, os pondremos en vuestro sitio enseguida."	"Я прослежу, чтобы тот, кто нарушит строй, быстро вернулся обратно"	"Se uscirete dai ranghi, vi ci faremo tornare presto"	如果你没排好队， 我们就会来帮你排好	列から外れた者はすぐ戻してやる			
&Text.NPC.Maintenance.Idle	Se precisar de um amigo...	Wenn du einen Freund brauchst ...	Si t'as besoin d'un ami...	Si necesitas un amigo...	Если тебе нужен друг...	Se hai bisogno di un amico...	如果你需要朋友……	友だちが欲しいなら…			
&Text.Inmates.JobChat	Se quiser fazer alguma coisa...	Wenn du was zu tun brauchst ...	Si tu veux que ça avance...	Si quieres que algo se haga…	Если хочешь что-то сделать...	Se vuoi che qualcosa sia fatto...	如果你想找点事干……	何かやることが欲しけりゃ…			
&Text.NPC.Janitor	Queria que eles me deixassem usar luvas.	Wenn ich doch Handschuhe anziehen könnte.	J'aimerais pouvoir porter des gants.	Ojalá me dejasen llevar guantes.	Разрешили бы мне носить перчатки	Vorrei poter indossare dei guanti	要是他们让我戴手套就好了	せめて手袋を使わせてくれ…			
&Text.Guards.Showers	Só de olhar para você já ME sinto sujo!	"Wenn ich euch nur ansehe, fühle ICH mich dreckig!"	"Rien qu'à vous voir, je me sens SALE !"	¡Solo con miraros me siento sucio!	"Стоит только взглянуть на вас, и Я чувствую себя грязным!"	Solo a guardarvi mi sento IO sporco!	看着你们我都觉得脏！ 	こっちの心が汚れてきそうだ…			
&Text.Guards.RollCallMain	Aquele que sair da linha, levará uma porretada	"Wenn jemand aus der Reihe tanzt, setzt’s was."	"Si l'un d'entre vous désobéit, vous allez le sentir."	"El que se salga de la formación, recibirá un porrazo."	Если кто-нибудь выйдет за линию — получит прикладом	Se camminate fuori dalla linea vi beccherete una mazzata	谁不听话谁就要挨棍子	規律を破った者はぶちのめされる			
&Text.Inmates.Banter	Se eles continuarem assim, acabarei com eles	"Wenn sie so weitermachen, bring ich sie um."	"Si ça continue, je vais exploser."	Si siguen así acabaré con ellos.	"Если они продолжат, им конец"	"Se continuano, li faccio fuori"	如果他们再这样， 我就去放倒他们	こっちが先にぶっつぶしてやる			
&Text.Guards.RollCallMain	"Quando dizemos PULE, você diz 'que altura?'"	"Wenn wir sagen: „hüpft“, sagt ihr: „wie hoch?“."	"Quand on vous dit de sauter, vous sautez !"	"Cuando digamos saltad, decid «¿cuánto?»"	"Мы говорим прыгать, и вы спрашиваете, как высоко"	"Se vi diciamo di saltare, rispondete ‘quanto?’"	我们叫你跳， 你只能问要跳多高	我々が飛べと言ったら、 「どこまで高く？ 」と答えろ			
&Text.Guards.RollCallMain	Quem enviar ameaçar o Diretor será punido.	"Wer auch immer Morddrohungen an den Wächter geschickt hat, wird bestraft."	L'auteur des menaces de mort envoyées au directeur sera puni.	El que haya enviado amenazas de muerte al alcaide recibirá un castigo.	"Тот, кто угрожал надзирателю смертью, заплатит за это"	Chiunque mandi minacce di morte al Direttore verrà punito	给典狱长发送死亡威胁者都会受到惩罚	所長へ脅迫状を送った者は、 追って罰せられよう			
&Text.Inmates.FoodHall	Quem jogou isso?	Wer hat das geworfen?	Qui a jeté ça ?	¿Quién ha tirado eso?	Кто это бросил?	Chi l’ha lanciato?	谁扔的？	投げたの誰だよ？			
&Text.GuardAlert.Item	Quem deixou isto aqui?	Wer hat das hiergelassen?	Qui a laissé ça là ?	¿Quién ha dejado esto aquí?	Кто оставил это здесь?	Chi lo ha lasciato qui?	谁把这东西丢这儿的？	誰がこいつを置いてった？			
&Text.Guard.ContrabandOnFloor	Quem deixou aquilo ali?	Wer hat das hiergelassen?!	Qui a laissé ça là ?	¿Quién ha dejado eso ahí?	Кто это здесь оставил?	Chi l’ha lasciato qui?	谁把那东西丢那儿的？	誰がこれを置いてった？			
&Text.Inmates.FoodHall	Quem cozinhou este lixo?	Wer hat diesen Müll gekocht?	Qui a cuisiné cette horreur ?	¿Quién ha cocinado esta basura?	Кто приготовил это дерьмо?	Chi ha cucinato questo schifo?	这种垃圾是谁烧的？	このゴミを作ったの誰だよ？			
&Text.Guards.FoodHall	Quem te ensinou a comer assim?! 	"Wer hat dir beigebracht, so zu essen? "	Qui vous a appris à manger comme ça ?! 	¡¿Quién te ha enseñado a comer así?! 	Кто тебя учил так есть?	Chi vi ha insegnato a mangiare così?! 	谁教你那么吃饭的？！  	そんな食べ方、 誰に教わった？！			
&Text.NPC.Maintenance.Idle	Quem me chamou de 'Billy-sem-amigos'?	Wer hat mich Sonderling genannt?	Qui m'a appelé « Rémi sans famille » ?	¿Quién me ha llamado «Juan sin amigos»?	Кто меня назвал «Неуловимый Джо»?	Chi mi chiama ‘Billy Senzamico’?	谁管我叫 ‘没朋友的比利’ 的？	私を“さびしん坊”と呼んでるのは誰だ？			
&Text.Lockdown	Quem é o responsável por isto?	WER ist dafür verantwortlich?	C'est QUI le responsable ?	¿Quién es responsable de esto?	Кто в этом виноват?	CHI È il responsabile?	这是谁干的？	誰のせいだよ？			
&Text.GuardAlert.Item	Quem é o responsável por isto?	Wer ist dafür verantwortlich?!	Qui est le fautif ?	¡¿Quién es responsable de esto?!	Кто несет за это ответственность?!	Chi è il responsabile?	这是谁干的？！ 	こいつは誰のしわざだ？！			
&Text.Inmates.Showers	Entäo, qual de nós vai pegar isto?	Wer von uns bückt sich jetzt?	"Bon, qui va ramasser ça ?"	"Bueno, ¿quién va a coger eso?"	Кто из нас это поднимет?	Chi di noi la raccoglie?	我们中谁去把那个捡起来？	で、 そいつを取ってくれるのか？			
&Text.Guards.MaxPrisonAlertness	Quem ousa nos desafiar?!	Wer widersetzt sich uns?!	Qui ose nous défier ?!	¡¿Quién nos desafía?!	Кто не подчиняется?!	Chi osa sfidarci?!	谁敢违抗我们？！ 	我々に逆らおうと？			
&Text.Inmates.DetachedFromEquipment	Quem…	Wer zum ...	Qui a...	Quién...	Кто...	Chi...	是谁……	こりゃ一体…			
&Text.NPC.MedicDismissFromSolitary	Näo fique muito sozinho.	Werd nicht zum Eremiten.	Ne désespère pas trop.	No te quedes muy solo.	Не скучай	Non sentire la solitudine	别太寂寞了	孤独に負けるな！			
&Text.Guards.Gym	Ficar grande ou cair fora.	Werd zum Kerl oder zisch ab.	Musclez-vous ou dégagez.	O cogéis músculo o fuera.	Качайся или пошел вон	"Ingrossate, o andatevene"	不锻炼就出去	マッチョになるか、 出ていくかだ			
&Text.NPC.Janitor	Isso é nojento.	Widerlich.	C'est pourri.	Eso está rancio.	Это протухло	C’è puzza di rancido	好臭	ひどいニオイだ			
&Text.Guards.RollCallMain	Desafie-nos e será tratado com dureza!	Widersetzt euch uns und die Strafe wird hart sein!	Défiez-nous et la correction sera sévère !	¡Desafiadnos y se os tratará con dureza!	Малейшее неповиновение будет сурово караться!	Sfidateci e sarete ricambiati con durezza!	抗命者严惩不贷！ 	我々に逆らえば、 厳しい処分が待っているぞ！			
&Text.Guard.SentToContrabandDesk	Como eu suspeitava!	Wie erwartet!	Je m'en doutais !	¡Como sospechaba!	Как я и подозревал!	Come sospettavo!	不出我所料！ 	にらんだとおりだ！			
&Text.NPC.Maintenance.Idle	É como ver a pintura secar!	Wie Farbe beim Trocknen zusehen!	C'est d'un passionnant...	¡Como ver secar la pintura!	"Люблю смотреть, как сохнет краска!"	Guardo la vernice asciugarsi!	我喜欢看着颜料慢慢变干！ 	ペンキが渇くのを見るようにぃぃ！			
&Text.NPC.Warden	Como estäo todos? 	Wie geht es euch allen? 	Comment va tout le monde ? 	¿Cómo está todo el mundo? 	Как самочувствие? 	Come vi sentite? 	大家感觉如何？ 	皆はどう感じてる？			
&Text.ChatToGuard	Do que você me chamou?	Wie hast du mich gerade genannt?	"Tu as dit quoi, là ?"	¿Qué me has llamado?	Как ты меня только что назвал?	Come mi hai chiamato?	你刚刚叫我什么？	私をなんと呼んだ？			
&Text.Inmates.Banter	Diga meu nome.	Wie heiße ich?	Dis mon nom.	Di mi nombre.	Назови мое имя	Dì il mio nome	说我的名字	イケてるだろ？			
&Text.Inmates.FoodHall	Como vai esse mastigado?	Wie ist das Spachteln?	Ça donne quoi ?	¿Cómo va ese masticado?	Как жратва?	Ti piace?	吃得如何？	お味はいかが～？			
&Text.Lockdown	Quanto tempo vai durar isso?!	Wie lang wird das dauern?!	Ça va prendre combien de temps ?!	¡¿Cuánto va a durar esto?!	Сколько это будет продолжаться?	Quanto ci vorrà?!	这要持续多久啊？！ 	いつまで続くんだ？			
&Text.NPC.Gardener	Quanto tempo estou aqui fora?	Wie lange bin ich schon hier draußen?	Je suis là depuis longtemps ?	¿Cuánto llevo aquí fuera?	Сколько я здесь пробыл?	Da quanto tempo sono qui?	我在这儿多久了？	いつからここにいるっけ？			
&Text.NPC.Warden	"Como vai, criminoso?"	"Wie läuft’s, Knacki?"	"Ça va, le forçat ?"	"¿Cómo va, compañero?"	"Как делишки, братан?"	"Come va, delinquente?"	罪犯， 你近况如何？	調子はどうだね、 囚人くん？			
&Text.Inmates.PlayerRep3	Como vai?	Wie läuft’s?	Ça va ?	¿Cómo va?	Как оно?	Come va?	你好吗？	調子はどうだ？			
&Text.Visitor.Greet	Como vai?	Wie läuft’s?	Comment ça va ?	¿Cómo va?	Как дела?	Come va?	你好吗？	調子はどうだい？			
&Text.Inmates.Gym	Como você me define?	Wie mach ich mich?	Ça claque ?	¿Cómo me ves?	Ну и как тебе?	Sono in forma?	我的体型如何？	フォームはどうだ？			
&Text.Guard.DamagedTile	O jeito que eles tratam este lugar…	Wie sie diesen Ort behandeln ...	Comment traitent-ils cet endroit...	Cómo tratan este sitio...	"То, как они относятся к этому месту..."	Guarda come trattano questo posto...	他们居然这么对待这个地方……	ひどいもんだ…			
&Text.NPC.Maintenance	Como está?	Wie sieht’s aus?	Ça avance ?	¿Cómo lo ves?	Как смотрится?	Come ti sembra?	看起来如何？	どんな具合だ？			
&Text.Inmates.MaxPrisonAlertness	Que emocionante!	Wie spannend!	C'est top !	¡Emocionante!	Как здорово!	Forte!	好兴奋哦！ 	コーフンするぅ！			
&Text.Inmates.DetachedFromEquipment	Que brutal!	Wie unfein!	Brute !	¡Grosero!	Грубо!	Che scortese!	真没礼貌！ 	乱暴すぎんぞ！			
&Text.Inmates.FoodHall	Quantos carboidratos tem nisso?	Wie viel Kohlenhydrate hat das?	C'est riche en glucides ce truc ?	¿Cuántos carbohidratos tiene esto?	Сколько в этом углеводов?	Quanti carboidrati ci sono qui?	这里的伙食如何？	炭水化物ばっかりだぞ？			
&Text.Inmates.Gym	Como você dá conta disso?	Wie wird’s härter?	Comment t'augmentes ça ?	¿Cómo se le da más caña a esto?	Как ты это накачиваешь?	Come fai a darci dentro così?	你是怎么转动这东西的？	これってどう使うんだ？			
&Text.Inmates.Banter	Está divertido?	"Wie, lustig?"	Drôle ?	¿Te divierte?	Тебе смешно?	È divertente?	有啥好笑的？	可笑しいか？			
&Text.NPC.Janitor	Ajoelhe-se em cima da sua sujeira de novo!	Wieder knietief in DEINEM Schlamassel!	Encore le nez dans TON foutoir !	¡Hasta arriba de fango otra vez!	Снова по колено в твоем дерьме!	Ho la TUA sporcizia fin sopra la testa!	我又在清理你们的垃圾了！ 	自分のクソに埋もれちまえ！			
&Text.Inmates.Banter	Vou quebrar alguns dentes.	Will ein paar Fressen polieren.	Une lèvre ou deux à éclater ?	Voy a romper algunos labios.	Я разорву несколько глоток	Romperò un labbro o due	我要找点人打打	何発か口にぶち込んでやる			
&Text.Inmates.PlayerRep1	Quer terminar no chäo?	Willst du am Boden enden?	Tu veux finir par terre ?	¿Quieres terminar en el suelo?	Хочешь полежать на полу?	Vuoi finire al tappeto?	想被打趴在地吗？	ぶちのめされたいか？			
&Text.NPC.FavourAttention	Quer ganhar uma grana?	Willst du Kohle machen?	Tu veux te faire du fric ?	¿Quieres ganarte un dinero?	Хочешь подзаработать?	Vuoi guadagnare dei soldi?	想挣点钱吗？	小遣いを稼ぎたいか？			
&Text.Guards.InmatesBeingNaughtyDEMO	"Quer ver o meu lado sombrio, colega?"	Willst du meine dunkle Seite kennenlernen?	"Tu veux voir mon côté obscur, mon gars ?"	"¿Quieres ver mi lado más oscuro, chico?"	Хочешь познакомиться с моей темной стороной?	"Vuoi vedere il mio lato oscuro, amico?"	伙计， 想要见识下我可怕的一面吗？	ダークサイドへ落ちた看守に会いたいか？			
&Text.Inmates.JobChat	Vai ficar me vigiando?	Willst du mir nur zusehen?	Tu vas juste regarder ?	¿Vas a limitarte a mirar?	Будешь стоять и смотреть?	Mi guarderai e basta?	你就只想那么看着我？	見てるだけか？			
&Text.Inmates.PlayerRep1	Quer levar uma porrada?	Willst du Prügel?	Tu veux une trempe ?	¿Quieres que te dé?	Нарываешься?	Vuoi prenderne?	想挨揍吗？	ぶん殴られたいか？			
&Text.NPC.Maintenance.Idle	Quer fazer algo depois?	Willst du später was tun?	"On traîne ensemble, après ?"	¿Quieres hacer algo luego?	Прогуляемся попозже?	Vuoi uscire più tardi?	过一会儿一起出去玩吗？	あとで飲みに行くか？			
&Text.ChatToGuard	Está querendo ir para a Solitária?	Willst unbedingt in Einzelhaft stecken?	Envie d'aller en isolement ?	¿Buscas estar solo?	Ты соскучился по карцеру?	Vuoi andare un po’ in isolamento?	你想关禁闭吗？	ひとりの時間が欲しいのか？			
&Text.Guards.Showers	Tratamos você muito bem... Isso me enjoa.	Wir behandeln euch viel zu gut ... Es macht mich krank.	On vous traite trop bien... Ça me dégoûte.	Os tratamos demasiado bien... Me pone enfermo.	Мы слишком над вами тряслись... Меня от этого тошнит	Vi trattiamo anche troppo bene... Mi viene la nausea	我们待你太好了…… 我感到恶心	悪党にはもったいない待遇だ…			
&Text.Guards.MaxPrisonAlertness	Temos problemas…	Wir bekommen Ärger ...	On a des ennuis...	Tenemos problemas...	У нас проблема...	Siamo nei guai...	我们有麻烦了……	まずい状況だ…			
&Text.NPC.Warden	Precisamos de mais fundos.	Wir brauchen mehr Gelder.	Il nous faut plus de fonds	Necesitamos más fondos.	Нам нужно допфинансирование	Ci servono più fondi	我们需要更多资金	もっと資金が必要だ			
&Text.Guards.InmatesBeingNaughtyDEMO	Nossa paciência com você acabou!	Wir haben die Geduld mit dir verloren!	On est à court de patience pour toi !	¡Se nos ha acabado la paciencia contigo!	На тебя больше не хватает терпения!	Ho finito la pazienza con te!	我们对你没耐心了！ 	おまえにはもう耐えられない！			
&Text.Guards.RollCallMain	"Francamente, estamos fartos de vocês."	"Wir haben euch, offen gesagt, ziemlich satt."	"Franchement, on en a marre de vous tous."	"Francamente, estamos hartos de vosotros."	"Честно говоря, нам тошно от ваших рыл"	"Francamente, siamo stufi di voi"	坦白说， 你们这帮人令我们感到恶心	正直、 おまえらのような輩にはウンザリだ			
&Text.NPC.MedicCarrying	Pode ser que temos um problema aqui.	Wir haben hier vielleicht ein Problem.	On a un problème ici.	Puede que tengamos un problema...	"Возможно, у нас инцидент"	Potremmo avere un problema	这里可能出事了	これはまずい状況かも…			
&Text.Guards.RollCallMain	Näo tem problema algum distribuir porradas.	"Wir haben kein Problem damit, Schläge auszuteilen."	Distribuer des raclées n'est pas un problème.	El dar una paliza no supone ninguna pega.	Получить по шее — раз плюнуть	Ci metto un attimo a darvi un po’ di botte	揍人不是问题	おまえらを殴ることは問題じゃない			
&Text.NPC.Receptionist	Näo estocamos bebidas energéticas!	Wir haben keine Energy Drinks!	On n'a pas de boissons énergisantes !	¡No acumulamos bebidas energéticas!	Мы не держим энергетические напитки!	Non abbiamo bevande energetiche!	我们没在贮存能量饮料！ 	栄養ドリンクは置いてない！			
&Text.NPC.JobstaffBanter	Você é exatamente o que estávamos procurando!	Wir haben nach jemandem wie dich gesucht!	Tu es exactement ce qu'il nous faut !	¡Eres justo lo que estábamos buscando!	Вас-то мы и искали!	Sei proprio ciò che cerchiamo!	我们正要找你呢！ 	キミのような人材を求めていた！			
&Text.NPC.Medic	"Fizemos o nosso melhor, näo foi?"	"Wir haben’s versucht, stimmt’s?"	"On a fait de notre mieux, hein ?"	"Lo hemos intentado, ¿no?"	"Мы сделали все что могли, верно?"	"Ci abbiamo provato, giusto?"	我们已经尽力了， 对吧？	ベストは尽くした、 そうだろう？			
&Text.ChatToGuard	Podemos fazer isso do jeito fácil ou do jeito difícil.	Wir können das auf die sanfte oder harte Tour machen.	"On peut employer la manière douce, ou la manière forte."	Lo podemos hacer a las buenas o a las malas.	Мы можем сделать по-хорошему или по-плохому	Possiamo farlo con le buone o con le cattive	我们可以有话好说， 也可以动粗	きついお灸を据えられたいか？			
&Text.NPC.MedicCarrying	Talvez teremos que operar.	Wir müssen vielleicht operieren.	On va devoir l'opérer.	Quizá tengamos que operar.	Может понадобиться операция	Forse dobbiamo operare	我们可能要动手术	オペが必要かも！			
&Text.GuardAlert.Disguise	Temos que permanecer juntos.	Wir müssen zusammenhalten.	On doit se serrer les coudes.	Tenemos que permanecer juntos.	Нам стоит держаться вместе	Dobbiamo restare uniti	我们得团结一致	一緒にいたほうがいい			
&Text.NPC.Medic	Tivemos que amputar.	Wir mussten amputieren.	On a dû amputer.	Tuvimos que amputar.	Пришлось ампутировать	Abbiamo dovuto amputare	我们不得不截肢	切るしかなかった…			
&Text.Guards.RollCallMain	Vamos retirar seus privilégios.	Wir nehmen euch eure Privilegien.	On vous retire vos privilèges.	Os vamos a dejar sin privilegios.	Мы отменяем ваши привилегии	Vogliamo togliervi i vostri privilegi	我们要取消你的特权	特別扱いは一切しない			
&Text.Inmates.AttackedRunsAway	Nos vemos novamente.	Wir sehen uns wieder.	On se reverra.	¡Volveremos a vernos!	Мы еще увидимся	Ci rincontreremo	我们会再见的	また会おう			
&Text.Visitor.Leave	Até a próxima.	Wir sehen uns.	À la revoyure.	Hasta la próxima.	Потом увидимся	Alla prossima	下次再见	また会いにくるよ			
