Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese		
Text.NamePlateDistance.PlumbingJobSupplies 	 Ferramentas de Encanador	 Klempnerei-Job-Utensilien	 Outils de plombier	 Suministros de fontanería	 Инструменты для сантехнических работ	 Attrezzi da idraulico	 管道工作补给	 詰まり直し用具		
Text.NamePlateDistance.EngineeringJobSupplies 	 Ferramentas de Engenheiro	 Technik-Job-Utensilien	 Outils d'ingénieur	 Suministros de ingeniería	 Инструменты для инженерно-технических работ	 Attrezzi da operaio	 工程工作补给	 修理用具		
Text.NamePlateDistance.FarmingJobSupplies 	 Ferramentas de Fazendeiro	 Gärtnerei-Job-Utensilien	 Outils de fermier	 Suministros de jardinería	 Инструменты для с/х работ	 Attrezzi da agricoltore	 农耕工作补给	 種植え用具		
Text.NamePlateDistance.Rocks 	 Caixa para Pedras	 Steincontainer	 Caisse pour pierres	 Contenedor de piedras	 Контейнер с камнями	 Contenitore di rocce	 石头容器	 鉱石コンテナ		
										
Text.Menu.LevelsUnlocked	Novas Prisöes Desbloqueadas	Neue Gefängnisse freigeschaltet	Nouvelles prisons débloquées !	Nuevas prisiones desbloqueadas	Открыты новые тюрьмы	Nuove Prigioni Sbloccate	新的监狱已解锁	新しい刑務所がアンロックされた		
Text.Menu.LevelsUnlockedSpace	Nova Prisäo Desbloqueada	Neues Gefängnis freigeschaltet	Nouvelle prison débloquée !	Nueva prisión desbloqueada	Открыта новая тюрьма	Nuova Prigione Sbloccata	新的监狱已解锁	新しい刑務所がアンロックされた		
Text.Menu.UnlockDescription1	"Atrás das linhas inimigas, o Acampamento ‘K.A.P.O.W’ requer que seu plano de fuga seja de precisäo militar. \n\nSe você anseia pela fresca brisa do mar, porque näo fazer uma mini pausa na Orca H.M.S, o barco menos romântico e luxuoso que você já pisou. \n\nUse sua recém experiência em alto mar para tentar escapar de H.M.P Offshore, uma antiga plataforma petrolífera transformada em uma prisäo de segurança máxima!"	"Das K.A.P.O.W.-Lager liegt tief hinter den feindlichen Linien. Du wirst deine Flucht mit militärischer Präzision planen müssen. \n\nWenn dir nach ein bisschen frischer Seeluft ist, wie wäre es dann mit einem Kurzurlaub auf der H.M.S. Orca, dem unromantischsten und unluxuriösesten Schiff, das du jemals betreten hast? \n\nJetzt, wo du seefest bist, möchtest du dich vielleicht am H.M.P. Offshore versuchen, einer ehemaligen Ölbohrplattform, die zum Hochsicherheitsgefängnis umgebaut wurde."	"Loin derrière les lignes ennemies, le camp « K.A.P.O.W » ne vous laissera pas sortir sans un plan d'évasion sans failles. \n\nSi vous rêvez d'une bouffée d'air marin, pourquoi ne pas prendre une petite pause sur l'H.M.S. Orca, le bateau le moins romantique et luxurieux sur lequel vous ne mettrez jamais les pieds. \n\nFaites carrière comme marin d'eau douce, affrontez la plate-forme pétrolière H.M.P., récemment convertit en prison haute-sécurité !"	"Tras las líneas enemigas, el campamento K.A.P.O.W necesitará que organices tu huida con precisión militar. \n\nSi anhelas la fresca brisa marina, podrías considerar tomarte un minidescanso en el H.M.S Orca, el barco menos romántico y lujoso que jamás hayas pisado. \n\n¡Utiliza tu recién adquirida experiencia en el mar para intentar escapar de H.M.P Offshore, una antigua plataforma petrolífera convertida en una prisión de máxima seguridad!"	"Разработайте план побега с военной четкостью, чтобы покинуть лагерь для военнопленных K.A.P.O.W. \n\nЕсли вы мечтаете о свежем морском воздухе, в вашем распоряжении будет военный корабль H.M.S Orca, — наименее романтичный и комфортабельный из всех кораблей, где вам доводилось бывать. \n\nВы избавились от морской болезни? Добро пожаловать в H.M.P Offshore, которая раньше была буровой вышкой!"	"Dalle profondità delle linee nemiche, il K.A.P.O.W Camp vi costringerà a pianificare la vostra fuga con precisione militare. \n\nSe bramate un soffio d’aria fresca, perché non vi prendete una piccola vacanza sulla H.M.S Orca, la nave meno romantica e lussuosa su cui metterete mai piede. \n\nCon il vostro nuovo spirito marinaresco, salite sulla H.M.P Offshore, una ex piattaforma petrolifera trasformata in una prigione di alta sicurezza!"	深入敌后， K.A战俘营需要你的逃跑计划像军事行动一般缜密。  \n\n如果你渴望着新鲜的海边空气， 为什么不去虎鲸号军舰上度个小假呢， 这里将会是你登上过的最不浪漫、 最不休闲的一艘“游轮”。  \n\n当你发现自己不会晕船之后， 那就到离岸皇家监狱去试一试， 这里曾经是海上邮件， 现在被改造为戒备森严的监狱！ 	敵陣深くにある「カパウ強制収容所」は、 軍事的精度でプランを 練らないと脱獄は難しい。 \n\n新鮮な海風を 浴びたい方は、 ロマンのかけらもない 「監獄船オルカ」で 一休みしよう。\n\nもっと海洋生活を 楽しみたいなら、 海上油田基地を 改造した、 ハイセキュリティな 「オフショア海上監獄」に 挑もう。		
Text.Menu.UnlockDescription2	"Sinta o ar fresco subártico de Forte Tundra, onde os ventos frios säo comparados apenas com os olhares frios dos guardas sem-noçäo. \n\nPrefere um clima mais caliente? Dirija-se para o deserto onde se encontra a secreta Área 17 e seus prisioneiros de outro mundo. \n\nSe é das alturas que você gosta, entäo voe com a Air Force Con… Nunca mais você vai reclamar das companhias aéreas de baixo custo!"	"Genieße die subarktische Frische von Fort Tundra, wo nur die Augen der absolut humorlosen Wachen noch kälter sind als der eisige Wind. \n\nDu ziehst ein wärmeres Klima vor? Dann auf in die Wüste zur geheimen Area 17 mit ihren fremdartigen Insassen. \n\nWenn dir der Sinn nach Höherem steht, dann buch doch einen Flug mit der Air Force Con ... Du wirst dich nie wieder über Billigflieger beschweren!"	"Profitez de l'air frais subarctique de Fort Toundra, où les vents gelés n'ont d'égales que le regard glacé des gardes qui ne laissent rien passer. \n\nVous préférez un climat plus chaud ? Rendez-vous dans la mystérieuse Area 17 en plein désert, ses étranges détenus vous y attendent. \n\nSi vous avez la tête dans les nuages, prenez l'avion avec l'Air Force Con... vous ne vous plaindrez plus jamais des compagnies aériennes à petit budget !"	"Siente la fresca brisa subártica de Fort Tundra, cuyos fríos vientos son solo comparables con las gélidas miradas de los adustos guardias. \n\n¿Prefieres un clima más cálido? Dirígete hacia el desierto en el que se encuentran la secreta Área 17 y sus presos de otros mundos. \n\nSi te gustan las alturas, sal a volar con Air Force Con... ¡No volverás a quejarte de las compañías aéreas de bajo coste!"	"Почувствуйте свежий субарктический воздух в Fort Tundra: здесь холод ветров соперничает с ледяными взглядами суровых охранников. \n\nПредпочитаете климат потеплее? Тогда вас отправят в пустыню: там находится секретная Area 17, где держат узников из других миров. \n\nЕсли вас не укачивает в самолетах, садитесь в тюрьму Air Force Con... и больше никогда не ругайте лоукостеры!"	"Godetevi la fresca aria subartica del Fort Tundra, dove il freddo dei venti è pari solo a quello degli sguardi delle serissime guardie. \n\nPreferite un clima più caldo? Il deserto è il posto che fa per voi, con la misteriosa Area 17 e i suoi detenuti di un altro mondo. \n\nSe avete un debole per l’altitudine, prendete un aereo della Air Force Con... fidatevi, non vi lamenterete più delle linee aree a basso costo!"	拥抱近北极地苔原堡垒的新鲜空气吧， 这里冷冽的寒风与警卫的肃杀的眼神最为般配。  \n\n喜欢更暖和一点的气候？ 那就到沙漠中神秘的17区去吧。  n\n\如果你想要到高出去， 那就到空军罪犯号飞机上去吧…… 从此之后你就再也不会抱怨廉价航空！ 	気候も看守も 冷酷で容赦ない 「フォートツンドラ」で、 心地よい 亜北極の風を 浴びよう。\n\nもっと暖かい場所を お望みなら、 地球外の囚人たちにも 会える、 砂漠の極秘施設 「エリア17」を訪れよう。 \n\nとにかく高所が お好きな方は、 格安航空会社が 天国に思える  「エアフォース・コン」で 楽しい空の旅を。		
Text.Menu.UnlockDescription3	"Um pequeno passo para um preso, um grande passo para um centro penitenciário... Para chegar até aqui tem que ser um fugitivo habilidoso, mas agora é hora de enfrentar a barreira final. Prepare-se para escapar de uma prisäo de outro mundo, literalmente…"	"Ein kleiner Schritt für einen Insassen, ein großer Schritt für eine Justizvollzugsanstalt ... Wenn du es hierher geschafft hast, musst du ein wirklich geschickter Ausbrecher sein, doch jetzt hast du die letzte Grenze erreicht. Mach dich bereit für ein Gefängnis, das buchstäblich nicht von dieser Welt ist ..."	"Un petit pas pour un détenu, un bond gigantesque pour un établissement pénitentiaire... Vous devez être un pro de l'évasion pour être arrivé aussi loin, mais vous devez maintenant franchir la dernière frontière. Préparez-vous à vous faire propulser dans une prison qui n'est littéralement pas de ce monde."	"Un pequeño paso para un preso, un gran paso para un centro penitenciario... Para llegar hasta aquí hace falta ser un hábil escapista, pero ahora deberás enfrentarte a la barrera final. Prepárate para escapar de una prisión de otro planeta, literalmente..."	"Маленький шаг для арестанта и огромный скачок для исправительного учреждения... забраться так далеко мог только опытный беглец, но сейчас пришло время финального испытания. Готовьтесь выбраться из тюрьмы, которая в буквальном смысле находится в другом мире..."	"Un piccolo passo per un detenuto, un grande passo per un penitenziario... se siete arrivati fin qui, siete davvero dei latitanti con i fiocchi, ma è giunto il momento di affrontare l'ultima frontiera Preparatevi a decollare da una prigione che è letteralmente fuori dal mondo..."	对囚犯的一小步， 对监狱的一大步…… 能来到这里说明你确实是一位出色的脱逃者， 现在是时候面对最终的挑战了。 准备好发射升空来到一个根本不在地球上的监狱吧…… 	受刑者にとっては 小さな一歩、 刑務所にとっては 大きな一歩。 こんな場所へ 送り込まれる以上、 キミは脱獄のプロ なのだろうが… いよいよ 最後のフロンティアと 対峙する時だ。 文字通り、 星の海に 浮かぶ刑務所へ 向かう覚悟は できているだろうか…		
										
Text.OnlineState.Ingame	Em jogo	Im Spiel	En jeu	En el juego	В игре	In gioco	游戏中	ゲーム中		
										
Text.HUD.DeskSearchMessage	Väo revistar a escrivaninha do $CharacterName!	Das Pult von $CharacterName wird durchsucht werden!	Le bureau de $CharacterName va être fouillé !	¡Van a registrar el escritorio de $CharacterName!	Будет обыскано раб. место персонажа $CharacterName!	Il tavolo di $CharacterName sarà perquisito!	将要搜索 $CharacterName 的工作台。	$CharacterName の机が検査される！		
										
Text.Menu.GuestWarning	"Como Convidado, suas Estatísticas e Dinheiro näo seräo salvos ao encerrar esta sessäo. Seus itens seräo deixados para trás na Bolsa de Saque."	"Als Gast werden deine Werte und dein Geld nicht gespeichert, wenn du diese Sitzung verlässt. Deine Gegenstände kommen in einen Beutesack."	"En tant qu'invité, vos stats et votre argent ne seront pas sauvegardés à l'issue de cette session. Vos objets seront placés dans un sac de magot."	"Como Invitado, tus estadísticas y dinero no se guardarán al terminar esta sesión. Dejarás atrás un botín con tus objetos."	"Поскольку вы выступаете в качестве гостя, деньги и характеристики не сохранятся после окончания сеанса. Ваши предметы останутся в вещмешке."	"In quanto Ospite, le tue statistiche e il denaro non verranno salvati quando abbandonerai la sessione. I tuoi oggetti verranno lasciati come bottino."	作为访客， 在离开任务时你的状态和金钱不会被保存。 你的物品会被留在一个赃物袋中。	ゲストのプレイヤーが セッションを抜けると、 能力値とコインは セーブされません。 アイテムはズタ袋の中に 残されます。		
										
Text.Milestone.Dictator.Name	O Glorioso Regime	O Glorioso Regime	O Glorioso Regime	O Glorioso Regime	O Glorioso Regime	O Glorioso Regime	伟大的统治	栄光の帝国		
Text.Milestone.Dictator.Escape1	Fuga do Perímetro	Eingrenzungs-Ausbruch	Évasion du périmètre	Fuga del perímetro	Нарушение периметра	Evasione dal perimetro	周界突破	境界線突破		
Text.Milestone.Dictator.Escape2	Caso Congelado	Kalte Hülle	Caso Congelado	Caso archivado	Глухарь	Caso Congelado 	冷案	コールドケース		
Text.Milestone.Dictator.Escape3	Pegue o Helicóptero!	Auf zum Hubschrauber!	Monte dans l'hélicoptère !	¡A por el helicóptero!	Быстро в вертолет!	Vai all’elicottero!	登上直升机！ 	ヘリジャック		
Text.Milestone.Halloween.Name	Wicked Ward	Wicked Ward	Wicked Ward	Wicked Ward	Wicked Ward	Wicked Ward	Wicked Ward	呪われた病棟		
Text.Milestone.Halloween.Escape1	Fuga do Perímetro	Eingrenzungs-Ausbruch	Évasion du périmètre	Fuga del perímetro	Нарушение периметра	Evasione dal perimetro	周界突破	境界線突破		
Text.Milestone.Halloween.Escape2	Um Caso Profundo	Grabesstille	Une histoire à tomber par terre	Un asunto profundo	Дела могильные	Questione di tombe	墓穴事件	人を呪わば墓ふたつ		
Text.Milestone.Halloween.Escape3	Purê de Monstros 	Monsterbrei 	Bouillie de monstre 	Puré de monstruos 	Гроза чудовищ 	Purê de Monstros 	拼凑的怪物	私のフランケン		
										
Text.PrisonAlert.Contraband.Container	porque foi encontrado contrabando em uma escrivaninha.	weil Schmuggelware in einem Pult gefunden wurde.	car des marchandises de contrebande ont été trouvées dans un bureau.	debido a que han hallado material de contrabando en un escritorio.	поскольку в одном из столов была найдена контрабанда.	perché c'era merce di contrabbando in un tavolo.	因为在一张桌子里找到了违禁品。 	理由: 机の中から禁制品が見つかった。		
Text.PrisonAlert.Contraband.Person	porque foi encontrado um preso com contrabando. 	weil Schmuggelware bei einem Häftling gefunden wurde. 	car des marchandises de contrebande ont été trouvées sur un détenu. 	debido a que han hallado a un preso con material de contrabando. 	поскольку у одного из заключенных была найдена контрабанда. 	perché un detenuto aveva addosso merce di contrabbando. 	因为在囚犯身上找到了违禁品。 	理由: 囚人から禁制品が見つかった。 		
										
Text.Menu.Streamers	Streamers (Aperte Seleção aleatória para ativar)	"Streamers (gilt nach ""NACH ZUFALL"")"	"Streamers (s'applique après ""ALÉATOIRE"")"	"Streamers (se aplica después de ""ALEATORIO"")"	стримеры (применяется после «СЛУЧАЙНО»)	"Streamers (si applica dopo ""CASUALE"")"	直播者 （按 “随机生成” 设置生效 ）	ストリーマー（「ランダムセレクト」を押すと有効化） 		
										
Text.Player.Interactions.OnlyUsableDuringJobtime	Só posso usar isso durante o Tempo de Trabalho!	Ich kann das nur während der Arbeitszeit benutzen!	A n'utiliser que pendant la période de travail!	Sólo puedo usar esto durante la hora de trabajo 	Я могу использовать это только во время работы!	Posso solo utilizzare questo durante il tempo di lavoro!	我只能在工作时间使用这个！	「労働時間」にしか使えない！		
										
Text.UI.RussiaRegion	Asia-2	Asien-2	Asie-2	Asia-2	Азия-2	Asia-2	亚洲-2	アジア2		
										
										
										
Text.InmateHint.Interaction	Nota do Presidiário	Insassennotiz	Mot de détenu	Nota de preso	Записка заключенного	Nota Detenuto	囚犯笔记	囚人のメモ		
Text.InmateHint.Anomaly.Interaction	Relatório de Segurança	Sicherheitsbericht	Rapport de sécurité	Informe de seguridad	Отчет о безопасности	Rapporto sicurezza	安全报告	セキュリティー報告		
										
Text.InmateHint.Perks.Title	Mensagem de um amigo...	Nachricht von einem Freund …	Message d'un ami...	Mensaje de un amigo...	Сообщение от друга...	Messaggio da un amico...	来自某位朋友的信息…… 	友人からのメッセージ… 		
Text.InmateHint.Perks.A	"Este é um bom lugar para cavar, os guardas nunca vêm aqui (a menos que eles te sigam, é claro!). Näo se esqueça de esconder as entradas para os túneis colocando escrivaninhas em cima...\n\nUse ferramentas como Pá, Picareta e Pá de Jardineiro para cavar. "	"Das ist ein guter Ausgangsort zum Graben, die Wärter kommen hier nie vorbei (wenn sie dich nicht hierher verfolgen, jedenfalls!) Vergiss nicht, Tunneleingänge zu verstecken, indem du Pulte darauf platzierst …\n\nVerwende zum Graben Werkzeuge wie Schaufel, Spitzhacke und Handschaufel. "	"C'est un bon endroit pour creuser, les gardiens ne viennent jamais ici (sauf si tu te fais pourchasser jusque là, évidemment). N'oublie pas de cacher les entrées de tunnel avec des bureaux...\n\nUtilise des outils comme la pelle, la pioche et le déplantoir pour creuser. "	"Este es un buen sitio para cavar, los guardias nunca vienen aquí (¡a no ser que te persigan hasta aquí, claro!) No olvides ocultar las entradas de los túneles poniendo escritorios encima...\n\nUsa herramientas como la pala, el pico o la pala de jardinería para excavar. "	"Отсюда можно начать копать, охранники сюда не заходят (конечно, если не гонятся за тобой!). Не забудь замаскировать столами входы в туннель...\n\nКопать можно с помощью лопаты, кирки и лопатки. "	"Questo è un buon posto in cui scavare, le Guardie non ci vengono mai (a meno che non ti inseguano fin qui, ovviamente!) Ricordati di nascondere le entrate del tunnel mettendoci sopra dei tavoli...\n\nUsa attrezzi come la Pala, il Piccone e la Paletta per scavare. "	此地非常适合挖掘， 警卫从不会来这里（当然， 除非你被警卫追逐至此！  ）别忘了用桌子盖住隧道的入口…… \n\n使用铲子， 镐子或园艺铲进行挖掘。  	ここから掘り始めるといいだろう。 看守は絶対にここには来ないんだ（もちろんお前が追いかけられていなければの話だけどな！）トンネルの入口の上に机を置いて隠すのを忘れるなよ… \n\nシャベル、 つるはし、 こてなんかの道具を使うといい。  		
Text.InmateHint.Perks.B	"Eu nunca vi um guarda entrar aqui, é uma despensa que nunca foi usada. Pode ser uma boa ideia cavar aqui, o que acha? Uma distância assim, a melhor ferramenta seria uma Pá Pesada. Lembre-se de verificar o menu de criaçäo para encontrar versöes melhoradas das ferramentas!"	"Ich habe noch nie gesehen, dass hier ein Wärter reinkam. Es ist nur ein Lagerraum, der nicht genutzt wird. Vielleicht ist es ein guter Ort zum Graben? Aus dieser Distanz wäre eine Stabile Schaufel ein besseres Werkzeug. Denke daran, dein Herstellungsmenü zu überprüfen, um stärkere Versionen der Werkzeuge zu finden!"	"Je n'ai jamais vu de gardien venir ici. C'est juste un garde-meuble que personne n'utilise. Ce serait un bon endroit pour creuser, non ? Vu la distance, une pelle robuste serait plus efficace. N'oublie pas de consulter le menu de fabrication pour obtenir de meilleurs outils !"	"Nunca he visto a un guardia entrar aquí, es una despensa que nunca se usa. Puede que sea buena idea cavar aquí. A esta distancia, una pala pesada sería mejor como herramienta. ¡Consulta el menú Taller para buscar versiones mejoradas de las herramientas!"	"Мне никогда не доводилось видеть здесь охранника. Это всего лишь склад, которым никто не пользуется. Может, отсюда можно начинать копать? На таком расстоянии лучше использовать прочную лопату. Не забывайте проверять меню изготовления, чтобы не пропустить более крепкие инструменты!"	"Non ho mai visto una guardia venire qui, è solo un magazzino che non viene usato mai. Sarebbe un buon posto in cui scavare? Da questa distanza, una Pala robusta sarebbe un attrezzo migliore. Ricordati di controllare il tuo menù Creazione per cercare versioni più forti degli attrezzi!"	我从未见过有警卫来这儿， 这是个从未启用的储物室。 这可能是个挖掘的好地方？ 从这个距离来看的话， 一把坚固的铲子应该更合适一些。 不要忘记查看你的制作菜单， 找寻更强大的工具！ 	ここに看守が入ってくるのを見たことがない。 まったく使われていない倉庫なんだ。 掘り始めるのにぴったりな場所だろ？ この距離なら、 「頑丈なシャベル」がちょうどいい道具だろう。 より頑丈なバージョンの道具を作成メニューで探すのを忘れないようにな！		
Text.InmateHint.Perks.C	Atrás dessas portas duplas é a sala onde a equipe de filmagens descansa quando näo estäo filmando. Eles podem ter deixando algum equipamento que podemos pegar ‘emprestado’...	"Hinter diesen Doppeltüren liegt ein Aufenthaltsbereich, den die Kameraleute nutzen, wenn sie gerade nichts aufnehmen. Dort gibt es vielleicht etwas Ausrüstung, die man sich „leihen“ könnte …"	"Derrière ces doubles portes se trouve le salon où l'équipe de tournage se détend quand elle ne filme pas. Ils ont peut-être laissé des trucs à ""emprunter""..."	"Detrás de esas puertas dobles está la sala donde los cámaras descansan cuando no están filmando. Puede que hayan dejado algo de equipo que podamos ""coger prestado""..."	"За этими двойными дверями скрывается зона отдыха. Там расслабляются члены съемочной группы, когда нет работы. Они могли оставить снаряжение, которое можно «одолжить»..."	Dietro quella doppia porta c’è l’area relax dove la troupe televisiva si riposa quando non sta facendo riprese. Potrebbero aver lasciato delle attrezzature da “prendere in prestito”...	这些双开门后面是休息区， 摄影小组没有拍摄任务的时候就会在那里休息闲聊。 他们可能会落下一些工具， 那我们就可以“借用”一下…… 	あの両開きのドアの向こうにはラウンジがある。 撮影がない間、 カメラクルーはあそこでぶらぶらしているんだ。 「借りる」ことのできる道具を置いていったかもしれない… 		
Text.InmateHint.Perks.D	"Atrás desta parede é o lugar de onde eles enviam palhetes cheios de sapatos de prisioneiros... palhetes grandes, do tamanho de uma pessoa. Você precisará de ajuda para entrar naquela sala, porque a porta de persiana é muito pesada para uma pessoa abrir e passar sozinha."	"Hinter dieser Wand verschicken sie immer große Paletten mit von Häftlingen hergestellten Schuhen … Paletten, die groß genug für einen Menschen wären. Wenn du in diesen Raum möchtest, wirst du Hilfe brauchen. Die große Sicherheitstür ist zu schwer, als dass man sie alleine öffnen und durchgehen könnte."	C'est derrière ce mur qu'ils envoient les grosses palettes de chaussures fabriquées par les prisonniers... Des palettes à taille humaine. Il te faudra de l'aide pour pénétrer dans cette pièce. La porte roulante est trop lourde pour une seule personne.	"Detrás de este muro está el sitio desde el que mandan palés llenos de zapatos hechos por prisioneros... palés grandes, de tamaño humano. Necesitarás ayuda para entrar en esa habitación, porque la puerta de persiana pesa demasiado como para que la persona que la está abriendo pueda pasar por sí sola."	"За эту стену уезжают грузовые платформы с обувью, которую изготавливают заключенные... Большие платформы в рост человека. Без помощи вам в эту комнату не пробраться: большая задвижная дверь слишком тяжела, в одиночку ее не открыть."	"Dietro questa parete è dove mandano tutto il tempo grossi pallet pieni di scarpe fatte dai prigionieri... pallet enormi, grandi quanto un uomo. Ti servirà aiuto per entrare in quella stanza, la saracinesca grande è troppo pesante da aprire ed attraversare per una persona sola."	他们每次都把货盘送出这堵墙， 载满囚犯制造的球鞋…… 那都是人形的大货盘。 你需要有人帮忙才能进入那间房， 那扇卷帘门太沉了， 一个人无法打开。 	この壁の向こうでは、 囚人が作った靴の入った大きな輸送用パレットがいつも発送されているんだ… 大きな、 人間くらいの大きさのパレットがな。 あの部屋に入るには手助けが必要だ。 あの大きなシャッタードアは重すぎて、 1人で開けて中に入ることはできないからな。 		
Text.InmateHint.Perks.E	"Este é o lugar perfeito para ‘picar fora’ da prisäo! Você pode criar um Bloco de Parede Falso ou um Cartaz para esconder as paredes que você ‘picou’ - especialmente quando estiver fazendo em uma sala como a sua própria cela.\n\nUse ferramentas como Picareta, Pá ou Pé de Cabra para quebrar."	"Das ist der perfekte Ort, um dich aus dem Gefängnis zu hacken! Du kannst Falsche Mauersteine oder ein Poster herstellen, um Wände zu verstecken, die du weggehackt hast – das ist vor allem nützlich, wenn du dich aus Räumen wie deiner Zelle hackst.\n\nNutze Werkzeuge wie die Spitzhacke, die Schaufel und das Brecheisen zum Hacken."	"C'est l'endroit idéal pour s'évader en cassant ! Tu peux fabriquer un faux pan de mur ou une affiche pour cacher les murs que tu as cassés. C'est particulièrement utile pour casser depuis une pièce comme ta cellule.\n\nUtilise des outils comme la pioche, la pelle et le pied-de-biche pour casser."	"¡Este es el sitio perfecto para picar una salida! Puedes crear un bloque falso o un póster para ocultar las paredes que hayas picado. Es muy útil cuando estás picando desde una habitación como tu propia celda.\n\nUsa herramientas como el pico, la pala o la palanca para picar."	"Это отличное место для побега из тюрьмы! Вы можете изготовить фальшивый стенной блок или плакат, чтобы спрятать сломанные стены. Это особенно пригодится в камере.\n\nСломать стену можно киркой, лопатой или ломом."	"Questo è il posto perfetto per picconare fin fuori la prigione! Puoi creare un Pezzo di Parete Falso, o un Poster per nascondere le pareti che hai picconato... È molto utile quando picconi da una stanza come la tua cella.\n\nUsa attrezzi come il Piccone, la Pala e il Piede di porco per picconare."	这是凿通监狱的最佳地点了！ 你可以制作假砖块或海报来隐藏你已经凿通的墙壁 ——在开凿你的牢房时， 这个方法尤其有用。  \n\n使用镐子， 铲子和撬棍进行开凿。 	ここは刑務所から抜け出すのにぴったりの場所だよ！削っている壁を隠すために、 偽の壁用ブロックやポスターを作成できる。 特に自分の独房から掘り進めている場合は便利だ。 \n\nつるはし、 シャベル、 バールなんかの道具を使うといい。 		
Text.InmateHint.Perks.F	"Os guardas näo patrulham esta cerca... é um bom lugar para cortar. Mas tenha cuidado, as torres de guarda notaräo a manipulaçäo das cercas quando for de dia. \n\nUse ferramentas como Cortador, Lima e Fio Dental Cortante para cortar."	"Die Wärter patrouillieren an diesem Zaun nicht … er ist der perfekte Ort zum Fliehen. Sei aber vorsichtig. Die Wachtürme sehen, wenn man sich tagsüber an den Zäunen zu schaffen macht. \n\nNutze Werkzeuge wie Seitenschneider, Feile und Trennseide zum Schneiden."	"Les gardiens ne patrouillent pas près de cette clôture. C'est un endroit de choix pour creuser. Mais fais attention, les tours de garde repéreront les dégâts sur les clôtures quand il fait jour.\n\nUtilise des outils comme la pince, la lime et le fil coupant pour couper."	"Los guardias no patrullan esta valla... es un buen sitio para cortar. Pero ten cuidado, las torres de guardia verán la manipulación de las vallas cuando sea de día.\n\nUsa herramientas como la cizalla, la lima o la seda dental cortante para cortar."	"Охранники не ходят вдоль этого забора... Прекрасное место, откуда легко можно сбежать. Но берегитесь: днем вас сразу увидят с вышки, если решите подойти к забору.\n\nРежьте забор резаком, напильником или режущей нитью."	"Le guardie non fanno la ronda intorno a questo recinto... è un posto ideale in cui tagliare. Fa’ attenzione però, le torri di guardia vedranno qualsiasi sabotaggio delle recinzioni alla luce del giorno. \n\nUsa attrezzi come il Taglierino, la Lima e il Filo interdentale tagliente per Tagliare."	警卫不会巡逻到这个围栏的…… 我们就从这开始搞起吧。 但是仍然要当心点， 警卫塔在白天能看到你在围栏的一举一动。  \n\n使用刀具， 锉刀或切割线进行切割。 	このフェンスの付近は看守が巡回しない… 切断するのに最適な場所なんだ。 でも気をつけろよ。 フェンスへのどんな細工も、 昼間だとガードタワーから見えてしまう。 \n\n切断にはカッター、 やすり、 切断用フロスなんかを使うといい。 		
										
Text.InmateHint.Rattlesnake.Title	Uma ajudinha para você...	Etwas Hilfe für euch alle …	Un peu d'aide pour vous...	Una ayudita para vosotros...	Вам будет полезно это узнать...	Un piccolo aiuto...	给你提供一点帮助…… 	お前らへのアドバイスだ… 		
Text.InmateHint.Rattlesnake.A	Nunca vi nenhum funcionário enfiar o nariz aqui! Este pode ser um bom lugar para cavar e chegar até aquela mina...	"Hab noch keinen einzigen Arbeiter gesehen, der hier rumgeschnüffelt hat! Dieser Ort ist vielleicht gut geeignet, um sich nach unten zu graben und in die Mine zu gelangen …"	J'ai jamais vu un seul type mettre le nez ici ! Cet endroit est sûrement parfait pour creuser et atteindre cette mine...	¡No he visto a ningún empleado meter las narices aquí! Este puede ser un buen sitio para cavar y llegar hasta esa mina de ahí...	"Никто не видел, чтобы хоть кто-то из персонала совал сюда свой нос! Возможно, отсюда стоит начать копать, чтобы пробраться в эту их шахту..."	Non ho visto manco uno del personale ficcare il naso qui dentro! Questo posto potrebbe essere un buon punto per scavare e infilarsi in quella miniera...	我甚至没见过有人在这挖鼻孔！ 这是个绝佳的挖掘地点， 可以从这挖通到那边那个矿那儿…… 	ここに職員が入ってきたのを見たことは一度もないんだ！掘り進めてあの鉱床までたどり着くのに、 この場所は最適かもしれない… 		
										
